domain,pretty_domain,network,pretty_network,stream,site_code,full_name,site_type,latitude,longitude,CRS,ws_area_ha,in_workflow,notes,local_time_zone,includes_snow
fernow,Fernow,usfs,USFS,NA,WS-13,WS-13,stream_gauge,39.0628613311943,-79.6789735729715,4326,13.7863805804112,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-7,WS-7,stream_gauge,39.0640144312179,-79.6800685040863,4326,27.3485165803044,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-6,WS-6,stream_gauge,39.0661498684073,-79.676658597899,4326,21.3243631383801,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,WS-14,WS-14,stream_gauge,39.0605510367107,-79.6696770538846,4326,131.902217978487,1,NA,US/Eastern,NA
fernow,Fernow,usfs,USFS,NA,C,C,rain_gauge,39.053048,-79.685435,4326,NA,1,NA,US/Eastern,1
fernow,Fernow,usfs,USFS,NA,D,D,rain_gauge,39.058067,-79.69194,4326,NA,1,NA,US/Eastern,1
east_river,East River,doe,DOE,NA,KCOMKRET2,Weather Underground Weather Station near Crested Butte,rain_gauge,38.9150314,-106.95892,4326,NA,1,NA,America/Denver,NA
east_river,East River,doe,DOE,East River,PH,Pumphouse,stream_gauge,38.922306418,-106.951130495,4326,8488.09694612562,1,NA,America/Denver,NA
east_river,East River,doe,DOE,East River,EBC,East Below Copper,stream_gauge,38.954166,-106.989556,4326,6986.39485804304,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Copper Creek,Copper,Copper Creek,stream_gauge,38.957139246,-106.988174426,4326,2364.90346316167,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Benthette Brook,Benthette,Benthette Brook,stream_gauge,38.96055013,-106.9927244,4326,17.6727534810595,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Avery Creek,Avery,Avery Creek,stream_gauge,38.97521672,-106.9973282,4326,59.7123959058299,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Marmot Creek,Marmot,Marmot Creek,stream_gauge,38.979313,-106.997681,4326,37.7049560321775,1,This doesn't look like its on a flow line,America/Denver,NA
east_river,East River,doe,DOE,Gothic Creek,Gothic,Gothic Creek,stream_gauge,38.978452237,-107.004557572,4326,89.5958098918246,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Rock Creek,Rock,Rock Creek,stream_gauge,38.981573517,-107.005869018,4326,356.715750775448,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Bradley Creek,Bradley,Bradley Creek,stream_gauge,38.98540925,-107.0048454,4326,381.983691026269,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Rustlers Creek,Rustlers,Rustlers Creek,stream_gauge,38.989692,-107.007654,4326,1477.25056949446,1,NA,America/Denver,NA
east_river,East River,doe,DOE,East River,EAQ,East River above Quigley,stream_gauge,38.995969355,-107.018487302,4326,524.719019408144,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Quigley Creek,Quigley,Quigley Creek,stream_gauge,38.99343,-107.014,4326,254.822792332608,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Washington Gulch,WG,Washington Gulch,stream_gauge,38.922042,-107.004914,4326,1719.51659143623,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Slate River,NL,Nicholson Lake,stream_gauge,38.896931,-107.011353,4326,7726.48123232261,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Oh-Be-Joyfull Creek,OBJ,NA,stream_sampling_point,38.910356,-107.032353,4326,2905.95470732935,1,NA,America/Denver,NA
east_river,East River,doe,DOE,NA,billy_barr_spring,NA,stream_sampling_point,38.96360556,-106.9924722,4326,NA,1,NA,America/Denver,NA
east_river,East River,doe,DOE,Coal Creek,coal_11,NA,stream_sampling_point,38.86368333,-107.0336,4326,NA,1,possibly coloacted with USGS gauge 09111000,America/Denver,NA
east_river,East River,doe,DOE,NA,east_above_quigley,NA,stream_sampling_point,38.99518558,-107.0145513,4326,NA,1,NA,America/Denver,NA
east_river,East River,doe,DOE,NA,tuttle_spring,NA,stream_sampling_point,38.94548333,-106.9901972,4326,NA,1,NA,America/Denver,NA
usgs,USGS,usgs,USGS,Black Earth Creek,black_earth_creek,"BLACK EARTH CREEK NR BREWERY RD AT CROSS PLAINS,WI",stream_gauge,43.109722,-89.640833,4326,3283.68428140435,1,USGS 05406457,America/Chicago,NA
krew,KREW,usfs,USFS,Providence Creek,P300,Providence Creek P300,stream_gauge,37.052,-119.203263,4326,460.82009599118,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Providence Creek,P301,Providence Creek P301,stream_gauge,37.05945,-119.203626,4326,99.1199404379179,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Providence Creek,P303,Providence Creek P303,stream_gauge,37.05404,-119.196253,4326,132.274709822808,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Providence Creek,P304,Providence Creek P304,stream_gauge,37.05066,-119.195268,4326,48.7139508479432,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Duff Creek,D102,Duff Creek D102,stream_gauge,37.0377,-119.202923,4326,120.715570119164,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Bull Creek,B200,Bull Creek B200,stream_gauge,36.97719,-119.081964,4326,473.786200993697,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Bull Creek,B201,Bull Creek B201,stream_gauge,36.97813,-119.079194,4326,52.9601410127421,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Bull Creek,B203,Bull Creek B203,stream_gauge,36.97586,-119.073332,4326,138.308606337254,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Bull Creek,B204,Bull Creek B204,stream_gauge,36.9748,-119.073078,4326,166.858380075983,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,Teakettle Creek,T003,Teakettle Creek T001,stream_gauge,36.95894,-119.026558,4326,227.651891822293,1,NA,America/Los_Angeles,NA
krew,KREW,usfs,USFS,NA,lower_bull,Lower Bull Creek,rain_gauge,36.9781144234137,-119.074554462827,4326,NA,1,NA,America/Los_Angeles,1
krew,KREW,usfs,USFS,NA,lower_providence,Lower Providence Creek,rain_gauge,37.0581364641927,-119.203053708403,4326,NA,1,NA,America/Los_Angeles,1
krew,KREW,usfs,USFS,NA,upper_bull,Upper Bull Creek,rain_gauge,36.9669457952837,-119.056578504432,4326,NA,1,NA,America/Los_Angeles,1
krew,KREW,usfs,USFS,NA,upper_providence,Upper Providence Creek,rain_gauge,37.061122962341,-119.183226577378,4326,NA,1,NA,America/Los_Angeles,1
suef,SUEF,usfs,USFS,NA,CCRC__,Coyote Creek Watersheds Rain Collector,rain_gauge,43.017397,-122.715978,4326,NA,1,"No precip data, only precip chem",America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,FCRC__,Fox Creek Watersheds Rain Collector,rain_gauge,45.433628,-122.043271,4326,NA,1,"No precip data, only precip chem",America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSCC01,Coyote Creek Watershed 1 Gauging Station,stream_gauge,43.0174,-122.716,4326,79.0401532881495,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSCC02,Coyote Creek Watershed 2 Gauging Station,stream_gauge,43.01395,-122.717,4326,76.8740998453522,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSCC03,Coyote Creek Watershed 3 Gauging Station,stream_gauge,43.01378,-122.712,4326,47.1033613725363,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSCC04,Coyote Creek Watershed 4 Gauging Station,stream_gauge,43.01379,-122.711,4326,44.2746807354327,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSFC01,Fox Creek Watershed 1 Gauging Station,stream_sampling_point,45.43363,-122.043,4326,NA,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSFC02,Fox Creek Watershed 2 Gauging Station,stream_sampling_point,45.43413,-122.043,4326,NA,1,NA,America/Los_Angeles,NA
suef,SUEF,usfs,USFS,NA,GSFC03,Fox Creek Watershed 3 Gauging Station,stream_sampling_point,45.43454,-122.043,4326,NA,1,NA,America/Los_Angeles,NA
santee,Santee,usfs,USFS,NA,WS77,Weir 77,stream_gauge,33.141649,-79.779912,4326,150.83648435153,1,NA,US/Eastern,NA
santee,Santee,usfs,USFS,Turkey Creek,WS78,Weir 78,stream_gauge,33.1311815286249,-79.7840809256234,4326,5244.37377903638,1,NA,US/Eastern,NA
santee,Santee,usfs,USFS,NA,WS79,Weir 79,stream_gauge,33.1412234754962,-79.7908352648646,4326,475.662314369468,1,NA,US/Eastern,NA
santee,Santee,usfs,USFS,NA,WS80,Weir 80,stream_gauge,33.1443029554038,-79.790443356472,4326,159.795123899505,1,NA,US/Eastern,NA
santee,Santee,usfs,USFS,NA,Met5,Met 5 weather station,rain_gauge,33.140537,-79.771937,4326,NA,1,NA,US/Eastern,0
santee,Santee,usfs,USFS,NA,SEFHQ,Headquarters weather station,rain_gauge,33.1365336448737,-79.8145411608427,4326,NA,1,NA,US/Eastern,0
santee,Santee,usfs,USFS,NA,Lotti,Lotti road gauge,rain_gauge,33.1367087048846,-79.7769194113099,4326,NA,1,NA,US/Eastern,0
santee,Santee,usfs,USFS,NA,SEFHQ_pluvio,Pluvio type gauge at SEFHQ,rain_gauge,33.136503,-79.81452,4326,NA,1,NA,US/Eastern,1
santee,Santee,usfs,USFS,NA,Met25,Met 25 feild station,rain_gauge,33.1488047117261,-79.788331506405,4326,NA,1,NA,US/Eastern,0
santee,Santee,usfs,USFS,NA,TC_Met,Turkey Creek Met Station,rain_gauge,33.124433084367,-79.7135526284602,4326,NA,1,NA,US/Eastern,0
krycklan,Krycklan,krycklan,Krycklan,NA,Site1,Risbäcken,stream_gauge,64.2485054693468,19.8080506416433,4326,47.5694721429244,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site2,Västrabäcken,stream_gauge,64.2514254759827,19.777804398224202,4326,11.7982393005235,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site4,Kallkälsmyren,stream_gauge,64.2594511474447,19.7737483329001,4326,17.6353214792886,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site5,Stortjärn outlet,stream_gauge,64.2602610826913,19.760338571586,4326,64.8931515175411,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site6,Stortjärnbäcken,stream_gauge,64.2509736643358,19.7731431669639,4326,108.981561140621,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site7,Kallkälsbäcken,stream_gauge,64.2513011962503,19.7779000580925,4326,46.3987691083924,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site9,Nyängesbäcken,stream_gauge,64.2375278452578,19.7915621692725,4326,285.959541731316,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site10,Stormyrbäcken,stream_gauge,64.2569994296571,19.7866430184375,4326,333.195890730624,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site12,Nymyrbäcken,stream_gauge,64.2411874792113,19.8143185691995,4326,539.962963821855,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site13,Långbäcken,stream_gauge,64.2328569897307,19.7871074196692,4326,408.915582628012,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site14,Åhedbäcken,stream_gauge,64.2261543208972,19.7707682829758,4326,1400.00964373161,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site15,Övre Krycklan,stream_gauge,64.2485848642973,19.8382111005231,4326,1898.52017140841,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Site16,Krycklan,stream_gauge,64.198508,19.869488,4326,6740.34293136757,1,NA,Etc/GMT+2,NA
krycklan,Krycklan,krycklan,Krycklan,NA,Svartberget,Svartberget,rain_gauge,64.243727,19.767454,4326,NA,1,NA,Etc/GMT+2,1
walker_branch,Walker Branch,doe,DOE,NA,east_fork,Walker Branch East Fork,stream_gauge,35.958918,-84.278736,4326,61.3628878378179,1,NA,US/Eastern,NA
walker_branch,Walker Branch,doe,DOE,NA,west_fork,Walker Branch West Fork,stream_gauge,35.959094,-84.279934,4326,38.362415018831,1,NA,US/Eastern,NA
walker_branch,Walker Branch,doe,DOE,NA,combined_gauges,Combined rain gauges,rain_gauge,35.961723,-84.28647,4326,NA,1,"Percipitation is reported as a mean of all gauges, both tipping buckets and weighing buckets",US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,GRO,Garner Run Outlet,stream_gauge,40.6925,-77.9277,4326,136.561342413334,1,NA,US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,SCAL,"Shaver's Creek, above Lake Perez",stream_gauge,40.673619,-77.902569,4326,1545.70004102989,1,NA,US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,SCBL,"Shaver's Creek, below Lake Perez",stream_sampling_point,40.656772,-77.918722,4326,NA,1,NA,US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,SCO,Shaver's Creek Outlet,stream_gauge,40.610686,-78.006689,4326,12332.5801395378,1,NA,US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,SH_weir,"Shale Hills Critical Zone Observatory Stream, Weir",stream_gauge,40.666664,-77.902778,4326,6.93466961185511,1,NA,US/Eastern,NA
shale_hills,Shale Hills,czo,CZO,NA,Shale_Hills_precip,Shale Hills Precipitation,rain_gauge,40.665742,-77.904036,4326,NA,1,"This appears to be a combination of gauges reported as one, the location is of one know gauge in the CZO",US/Eastern,NA
bear,Bear Brook,bear,Bear Brook,West Bear Brook,WB,West Bear Brook,stream_gauge,44.859347,-68.105417,4326,10.0655276775908,1,NA,US/Eastern,0
bear,Bear Brook,bear,Bear Brook,East Bear Brook,EB,East Bear Brook,stream_gauge,44.860754,-68.10617,4326,10.7652478831889,1,NA,US/Eastern,0
bear,Bear Brook,bear,Bear Brook,NA,Summit_met,NA,rain_gauge,44.864393,-68.110125,4326,NA,1,"location not avaiable in metadata, estimated from aerial imagery and avaiable descriptions",US/Eastern,0
bear,Bear Brook,bear,Bear Brook,East Bear Brook,EB_met,East Bear Brook,rain_gauge,44.860754,-68.10617,4326,NA,1,"location not avaiable in metadata, estimated from aerial imagery and avaiable descriptions",US/Eastern,0
bear,Bear Brook,bear,Bear Brook,NA,Mid_met,NA,rain_gauge,44.862294,-68.107879,4326,NA,1,"location not avaiable in metadata, estimated from aerial imagery and avaiable descriptions",US/Eastern,0
